isNovel
0
88
1
0
88
88
88
0
0
88
1
0
0
88
0
88
88
88
88
0
88
88
2
88
88
1
1
1
1
88
1
1
1
88
1
1
0
88
0
0
88
1
0
0
88
88
88
88
0
88
0
0
88
0
1
0
1
88
88
88
88
0
0
88
88
1
0
0
1
0
1
88
1
88
88
1
1
1
0
88
1
1
1
2
1
0
0
88
88
1
0
1
0
1
1
1
88
88
88
0
88
1
88
88
0
0
88
0
1
88
2
88
1
88
1
0
1
88
88
1
0
88
1
1
1
88
1
0
88
1
0
88
88
0
1
1
0
0
1
88
1
88
0
88
88
0
0
0
1
88
0
88
0
88
1
88
88
0
0
88
0
1
0
1
1
88
88
88
88
88
88
1
1
88
1
0
88
1
88
1
88
0
1
0
0
0
0
0
88
88
88
0
88
88
0
88
1
1
88
0
88
0
0
88
0
0
0
1
0
1
1
0
1
1
0
2
88
0
0
0
1
0
1
1
88
1
88
1
1
0
88
88
0
0
88
88
88
0
1
88
1
88
1
88
88
0
0
88
88
1
1
88
1
88
88
1
88
1
0
1
88
0
1
88
0
88
0
1
2
0
1
0
1
1
1
0
88
1
1
88
1
1
1
1
0
0
0
88
0
1
88
88
0
1
0
0
0
0
0
88
1
1
88
88
88
0
1
88
0
88
1
0
1
88
88
1
1
88
1
88
1
88
1
1
88
88
88
88
1
1
88
88
0
88
88
1
1
88
88
1
1
1
88
0
1
1
1
1
1
88
88
88
1
1
88
1
88
88
1
1
1
88
1
1
0
88
88
88
0
88
1
0
1
1
88
88
88
88
88
0
0
88
1
88
88
0
0
1
88
0
0
88
1
88
1
1
88
88
88
0
1
88
88
1
0
1
88
88
0
88
1
0
1
0
88
88
0
0
88
0
88
1
1
0
0
88
88
88
88
88
1
1
0
1
1
88
88
1
0
88
0
88
88
88
1
1
1
0
1
88
88
1
0
1
1
88
88
1
88
1
0
0
1
0
88
0
88
88
88
1
0
1
0
88
1
0
88
1
0
0
88
1
88
1
0
88
1
1
1
0
1
0
1
0
1
1
1
1
88
88
1
1
0
1
1
0
0
1
88
1
1
0
1
88
0
0
88
1
0
1
0
1
1
88
88
88
88
88
0
1
1
0
1
88
1
88
1
88
1
1
1
88
0
1
1
1
1
88
88
1
88
88
1
1
1
1
1
88
88
88
88
1
88
1
1
88
1
0
1
88
88
0
1
0
1
1
0
1
88
1
0
88
88
1
88
0
88
0
1
1
